,Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
9098,11367,190,1,40,ESTP,27,<중립> 저는 감정이 중립적인 것 같아요. 이유는 상황에 따라서 중재하려고 노력합니다. 감정이 빠른 게 필요할 때도 있고 느린 게 필요할 때도 있으니까요.
9099,11368,190,1,40,ESTP,28,<그렇다> 저는 효율적이지 못한 사람을 보면 짜증이 납니다. 이유는 다른 사람에게 피해가 가기 때문입니다. 
9100,11369,190,1,40,ESTP,29,<아니다> 저는 해야 할 일을 미루지 않아요. 이유는 미뤄둔 시간은 편하지 않고 해야 할 일을 먼저 하는 성격 이예요 최근에도 해야 할 일 하느라 굶기도 했어요.
9101,11370,190,1,40,ESTP,30,<아니다> 저는 사후 세계에 대한 질문이 흥미롭지 않아요. 이유는 기독교이기 때문에 제가 믿고 있는 신과 나라가 정해져 있으므로 흥미보다는 현실에 충실히 잘 살아야 한다고 생각합니다.
9102,11371,190,1,40,ESTP,31,<중립> 저는 중립입니다. 이유는 젊었을 때는 무조건 함께 하는 게 좋았는데 주부가 되고 나서는 혼자 지내는 시간도 너무 좋아졌어요.
9103,11372,190,1,40,ESTP,32,<그렇다> 저는 이론 중심의 토론은 관심이 없어요. 이유는 세상에는 정답이 없고 용기가 없거나 현실에만 만족해하면서 지낸 친구들이 이론적으로 설명하려고 할 때가 많아요.
9104,11373,190,1,40,ESTP,33,<그렇다> 저는 다른 사람을 잘 공감합니다. 이유는 인간은 다 비슷한 삶을 살기 때문에 저와 배경이 다른 사람도 대화를 나눠보면 저 와 같아요.
9105,11374,190,1,40,ESTP,34,<아니다> 저는 결정 내리는 일을 미루지 않아요. 이유는 시간이 지날수록 답변은 더 희미해지고 어차피 처음 내린 답변이 옳을 때가 많아요.
9106,11375,190,1,40,ESTP,35,<그렇다> 저는 이미 결정한 답변은 후회하지 않아요. 이유는 안될 일은 제 일이 아니라고 생각하고 빨리 떨쳐버립니다.
9107,11376,190,1,40,ESTP,36,<중립> 저는 중립입니다. 이유는 혼자만의 시간을 보낸 후엔  사람들과 화려하게 지내고 지인들과 너무 자주 시간을 보낸 후엔 다시 혼자 만의 시간을 가지면서 에너지를 충전합니다.
9108,11377,190,1,40,ESTP,37,<아니다> 저는 미술관에 가는 일을 좋아하지 않아요. 이유는 꼭 미술관이 아니어도 감동받는 예술은 많고 줄 서서 사람들 속에서 구경 하는 게 별로입니다.
9109,11378,190,1,40,ESTP,38,<아니다> 저는 다른 사람의 감정을 이해하는 게 힘들지 않아요. 이유는 다 비슷하게 겪는 일들이고 또 같은 상황은 거의 없어서 그 마음만 이해하면 되니까요.
9110,11379,190,1,40,ESTP,39,<중립> 저는 중립입니다. 이유는 때로는 계획이 필요하기도 하지만 때로는 틀에 박힌 채 살기 싫어서입니다.
9111,11380,190,1,40,ESTP,40,<아니다> 저는 불안함을 많이 느낍니다. 이유는 겁은 많지만 성인이 되어 힘든 일을 겪은 후 공황이 생겨서 조금만 불안해도 다시 공황이 올까 불안함을 느낍니다.
9120,11401,191,1,20,ENTJ,1,<그렇다> 같은 소모임을 하거나 학원을 다니거나 아르바이트를 할 경우 사람들과 정보를 나누기 위해 금세 친해지곤 해요. 하지만 만날 기회가 줄어들면 자연스럽게 멀어지는 편이에요.
9121,11402,191,1,20,ENTJ,2,"<그렇다> 어렸을 때부터 관심사가 폭넓어서 이것저것 열심히 참여하는 편이었습니다. 요즘에는 뇌과학 및 심리학, 철학 분야 공부하기, 재봉, 자수, 타로카드, 디지털 드로잉 등에 관심이 있습니다."
9122,11403,191,1,20,ENTJ,3,"<중립> 제가 겪었던 일이거나 이해할 수 있는 상황에서는 저도 모르게 눈물이 복받쳐 오르는 편입니다. 하지만 대부분의 경우, 아무리 눈물을 짜내려 해도 눈물이 잘 나오지 않습니다."
9123,11404,191,1,20,ENTJ,4,<그렇다> 저는 일이 잘못될 때 생기는 불안이 심한 편입니다. 따라서 사전에 시간이 조금 걸리더라도 최소한 3~5가지의 대비책을 계획하고 일하는 것이 마음이 편합니다.
9124,11405,191,1,20,ENTJ,5,<중립> 이전에 불안이나 스트레스를 많이 겪은 탓에 최근에는 마인드 컨트롤과 명상과 감사 일기 작성을 통해 늘 평정심을 유지할 수 있도록 노력하고 있습니다. 어려울 때도 가끔 있지만 점점 환경에 영향을 받지 않는다는 생각이 듭니다. 
9125,11406,191,1,20,ENTJ,6,"<아니다> 다른 사람과의 첫 만남에서 첫인상을 중요하게 여기고 조심하기 때문에 주로 이미 알고 있는 사람과 대화를 하고, 지인에게 소개를 받으면서 친해지는 편입니다."
9126,11407,191,1,20,ENTJ,7,<아니다> 관심사가 많은 만큼 한 번에 실행하는 프로젝트도 여러 가지인 편입니다. 갑자기 흥미가 떨어지면 집중력도 현저히 떨어지기 때문에 한 번에 한 가지만 하기가 어렵습니다. 최근에 개인적으로 한국 전통문양에 대해 공부하고 창작하는 프로젝트와 함께 타로카드 일러스트 드로잉 프로젝트와 인형 옷 디자인 프로젝트 등을 한꺼번에 하고 있습니다.
9127,11408,191,1,20,ENTJ,8,"<중립> 흥미로운 영화나 소설, 시, 극 등을 보고 나면 그다음에는 어떻게 되었을지 등을 생각해 보며 감상에 잘 빠지곤 합니다. 그리고 그런 감상을 온라인에서 익명으로 나누거나 친구들과 이야기하기도 하며 공유하는 편입니다. 하지만 그런 감상이 하루에서 이틀 이상 가지 않는 편입니다."
9128,11409,191,1,20,ENTJ,9,"<그렇다> 계획은 제게 있어서 생명과도 같습니다. 일정을 깜빡하거나 제한 시간 내에 일을 완료하지 못하는 데서 오는 스트레스가 심각하기 때문입니다. 그래서 스마트폰의 일정, 알람, 리마인더, 노션 뿐만 아니라 포스트잇 메모, 다이어리 등 계획할 수 있는 도구를 많이 사용하는 편입니다."
9129,11410,191,1,20,ENTJ,10,<그렇다> 완벽하다고 자부하고 있었는데 약간의 지적이라도 받게 되면 스트레스를 많이 받지는 않지만 머릿속으로 어떤 점이 잘못되었는지 앞으로 어떻게 해야 하는지 반복해서 생각하는 편입니다. 최근에는 제가 잠깐 잊어버린 업무에 대해 요즘 기억이 왜 자꾸 가물가물한지 생각하며 앞으로는 일이 생기자마자 적어둬야겠다고 생각한 적 있었습니다.
9130,11411,191,1,20,ENTJ,11,<중립> 길거리 같은 경우 요즘 오해를 많이 받기 때문에 대화를 시도하는 편이 아닙니다. 하지만 어느 정도 같은 취미나 업무를 공유했을 때 또는 나이가 많거나 지위가 있는 경우 모임이나 직장 안에서는 먼저 다가가는 편입니다. 주로 취미 클래스나 전 직장에서 먼저 다가가 궁금한 점을 묻고 함께 힘든 점을 공유하면서 친해졌었습니다.
9131,11412,191,1,20,ENTJ,12,<중립> 예술 작품에 대해 사람들의 다양한 해석을 읽어보고 받아들일 점은 받아들이는 것을 좋아합니다. 하지만 사람들과 이게 맞다 저게 맞다 갑론을박 토론하는 것에는 참여도 하고 싶지 않고 오히려 시간 낭비라고 생각합니다. 
9132,11413,191,1,20,ENTJ,13,<중립> 저 스스로는 일단 해당 상황이 감정을 따르는 편이 좋은지 이성을 따르는 편이 좋은지 이전 경험에 비추어 따져본 후 적절한 것을 우선하여 결정하는 편이라고 생각합니다. 하지만 주변에서는 주로 냉철하고 차가워서 꼭 로봇 같다는 말을 많이 듣는 편입니다.
9133,11414,191,1,20,ENTJ,14,"<아니다> 즉흥적으로 하고 싶은 일 때문에 반드시 해야 할 일을 놓치는 것은 오히려 큰 스트레스이고, 이왕 일을 하려면 가장 효율적으로 하고 싶기 때문에 전날 밤이나 늦어도 아침에 시간 단위로 일정을 계획하고 있습니다."
9134,11415,191,1,20,ENTJ,15,"<중립> 기본적으로 다른 사람이 어떻게 생각하든 내가 하고 싶은 대로 하는 편입니다. 어렸을 때 남의 눈치를 보면서 포기하게 되어서 후회하는 일들이 너무 많기 때문입니다. 하지만 관심이 있는 사람이나 앞으로 자주 볼 사람이라고 판단이 되는 경우, 그 사람들의 눈에 비치는 나의 모습은 굉장히 많이 신경 쓰고 또 조심하는 편입니다."
9135,11416,191,1,20,ENTJ,16,"<그렇다> 코로나 바이러스로 인해 재택근무가 많아진 탓인지 아니면 관심 있는 분야의 소모임이 주변에 많이 보여서 인지 모르겠지만, 시간만 된다면 다른 사람과 함께하는 활동에 참여하기 위해 고군분투하고 있습니다."
9136,11417,191,1,20,ENTJ,17,"<그렇다> 저는 영화나 소설, 시, 극 등의 예술 작품에 대해 감상하는 것을 어느 정도 즐기는 편입니다. 그래서 열린 결말에 대해 답답해하지 않고, 사람들의 다양한 견해와 나의 견해를 스스로 비교하는 것을 좋아합니다. 최근에는 기예르모 델 토로 감독의 영화 판의 미로, 셰이프 오브 워터와 같은 영화를 즐겁게 보았습니다."
9137,11418,191,1,20,ENTJ,18,<아니다> 기본적으로 남보다는 저 자신을 위해 투자하는 것이 더욱 가치가 있다고 생각하기 때문에 남의 성공을 돕는 일에는 반드시 필요한 일 아니면 잘 참여하지 않습니다.
9138,11419,191,1,20,ENTJ,19,"<아니다> 관심사가 많지만 기본적으로 계획 세우는 것이 몸에 배어있기 때문에 다음에 해야 할 일도 늘 계획하는 편입니다. 최근에는 재봉 배우기나 자수 연습, 디지털 드로잉 등의 관심사를 가장 효율적인 시간대로 배분하여 계획하고, 다른 일정 때문에 차질이 생길 경우마다 수정 보완하고 있습니다."
9139,11420,191,1,20,ENTJ,20,<그렇다> 제가 계획을 세우는 것을 좋아하고 잘 하는 것은 일이 잘못되는 것에 대한 걱정과 불안에서 기인한 것이라고 생각합니다. 따라서 일이 잘못될까 봐 자주 걱정하는 편입니다.
9140,11421,191,1,20,ENTJ,21,"<아니다> 물론 단체에서 지도자나 어떤 지위를 갖는 것은 흔히 사서 고생이라는 것을 알고 있지만, 스스로 지도자 역할을 맡는 것이 보람 있고 저의 적성에도 맞는 것 같아 좋아합니다."
9141,11422,191,1,20,ENTJ,22,"<중립> 타고난 예술가는 아니지만 어느 정도 있는 편이라고 생각합니다. 최근에 소설을 쓰거나 그림을 그리고 싶다고 생각한 적이 있었는데 아무리 생각해도 영감이 떠오르지 않고, 떠올라도 현실적인 기준에 근거해 판단하면서 포기해버린 것들이 많습니다. 하지만 그렇다고 아예 전부 포기하는 것은 아니고, 주변에서도 '너만의 세계가 확고하다'라는 평을 듣기 때문에 예술적 성향이 거의 없지는 않다고 생각합니다."
9142,11423,191,1,20,ENTJ,23,"<아니다> 세상에는 감정이 더 고려되어야 하는 상황도 있지만 이성이 더 고려되어야 하는 상황도 존재한다고 생각합니다. 따라서 사람들이 감정보다 이성을 중시하는 것이 아니라, 감정과 이성을 동시에 고려하는 것이 더 나은 세상에 기여하는 것이라 생각합니다."
9143,11424,191,1,20,ENTJ,24,<그렇다> 저는 집안일이나 잡일을 끝내지 않고 휴식하면 계속 남은 일을 상기하기 때문에 쉬어도 쉬는 기분이 아닙니다. 따라서 반드시 집안일을 끝내고 쉬는 편입니다.
9144,11425,191,1,20,ENTJ,25,"<아니다> 저 자신도 논쟁을 벌이는 일을 반드시 필요한 일이 아닌 경우 즐기지 않는 편이고, 논쟁은 서로 이해하지 못하는 성격에서 기인한 불필요한 일이며 시간 낭비라고 생각하기 때문에 좋아하지 않습니다."
9145,11426,191,1,20,ENTJ,26,"<아니다> 저 스스로는 주의를 끌지 않는다고 생각하지만 무의식적으로 사람들의 관심을 모으고 있었다는 것을 최근에 알았습니다. 가령 강의에서 아무도 질문 사항이 없을 때 반드시 손을 들어 질문하거나, 모임에서 사람들이 조용할 때 가볍고 재미있는 이야기를 해주는 등 사람들의 이목을 집중시키는 편입니다."
9146,11427,191,1,20,ENTJ,27,"<중립> 평정심을 유지하려고 노력 중에 있어 최근에는 빈도가 많이 감소했지만, 그래도 응원하는 아티스트의 소식을 접하거나 이벤트에 당첨되는 등의 기쁜 소식이 있을 때는 나빴던 기분도 빠르게 좋아지곤 합니다."
9147,11428,191,1,20,ENTJ,28,<그렇다> 저는 계획에 있어서도 효율성을 따져서 계획하는 것을 좋아하는 편입니다. 그래서 효율성 없이 움직이는 사람을 보면 많이 답답합니다. 제 동생이나 어머니가 한 번에 할 수 있는 일을 오랜 시간 걸쳐 허둥지둥하고 있는 모습을 보면 무척 답답합니다.
9148,11429,191,1,20,ENTJ,29,<아니다> 그 일을 마지막에 하는 것이 가장 효율적일 때를 제외하고는 계획한 때에 처리하는 편입니다. 최근에도 건강 문제 말고는 해야 할 일은 바로 처리했습니다.
9149,11430,191,1,20,ENTJ,30,<중립> 기본적으로 사후 세계에 관심이 없는 편입니다. 오히려 현재에 충실한 것이 더 가치 있다고 생각합니다. 하지만 사후 세계에 대한 질문이나 관점을 다룬 책이나 영화나 드라마를 볼 때는 흥미롭게 보는 편입니다.
9150,11431,191,1,20,ENTJ,31,<그렇다> 요즘 혼자 있는 시간이 길어서 다른 사람이 함께 없으면 너무 힘듭니다. 특별히 건강이 좋지 않거나 할 일이 많은 경우가 아니라면 다른 사람과 함께 있는 것이 정신 건강에도 도움이 되고 행복하다고 생각합니다.
9151,11432,191,1,20,ENTJ,32,"<아니다> 이론이나 원론에도 분명히 중요한 점이 있습니다. 이론과 실제가 모두 중요하게 고려되어야 한다고 생각하기 때문에 그렇지 않다고 생각합니다. 예를 들어보면, 제 전공인 유아교육 분야에서 유치원 교사의 업무 실제뿐만 아니라 유아 교육론이나 교사론 같은 부분도 중요하게 고려되어야 한다고 생각합니다."
9152,11433,191,1,20,ENTJ,33,"<그렇다> 저는 주변에서도 그렇고 저 스스로 생각하기에도 공감 능력이 충분한 편입니다. 다양한 책이나 사람들을 경험해 본 덕분이라고 생각합니다. 따라서 저와 배경이 완전히 다른 사람도 쉽게 공감할 수 있다고 생각합니다. 저와 완전히 다른 분야인 이공계 분야에서 일하는 사람, 또는 개방적이거나 폐쇄적인 가정에서 자란 사람 모두 그 사람의 입장이 되어서 생각해 보면 공감하는 일은 쉽게 느껴집니다."
9153,11434,191,1,20,ENTJ,34,<그렇다> 무언가 결정을 내리는 일은 아주 신중해야 한다고 생각합니다. 따라서 마감하기 전까지 여러 가지 질문을 던지고 다양한 상황을 고려하며 마지막까지 신중하게 결정하려고 합니다.
9154,11435,191,1,20,ENTJ,35,<그렇다> 제가 이미 내린 결정은 제가 오랜 시간을 거쳐 신중하게 결정한 것이기 때문에 다시 생각하지 않는 편입니다. 또한 저는 그렇게 하는 편이 저 자신을 믿는 것이라고 생각하기 때문에 이미 내린 결정을 그대로 실행하려고 합니다.
9155,11436,191,1,20,ENTJ,36,"<그렇다> 혼자 있으면 의욕도 나지 않고 우울해지기 쉬워서, 시간이 되면 오프라인 행사에 친구들과 함께 참석하려 하고, 어렵다면 온라인에서 사람들과 참여하는 모임에 참여하는 편입니다."
9156,11437,191,1,20,ENTJ,37,<중립> 미술관에 가거나 예술 작품을 감상하는 것을 취미로 하는 것까진 아니라고 생각합니다. 하지만 제가 관심 있는 아티스트나 분야의 예술 작품은 반드시 감상하러 가는 편입니다.
9157,11438,191,1,20,ENTJ,38,"<아니다> 다른 사람이 어떤 감정을 갖는다는 사실에 대해 현실적으로 답답한 경우는 많지만, 다른 사람의 감정을 이해하기 힘들지는 않습니다. 그 사람의 이야기를 들어보면서 내가 그 사람이라고 상상해 보면 당연히 그럴만하다고 느끼는 경우가 대다수입니다. 실제로 친구들과 이야기할 때 남자친구와 별것도 아닌 일로 싸우고 고통스러워하는 것을 보고 답답하기는 하지만 친구의 감정을 확실히 이해하고 공감할 수는 있습니다."
9158,11439,191,1,20,ENTJ,39,<그렇다> 저는 오히려 계획이 없으면 불안한 타입입니다. 따라서 늦어도 아침에 일어나서 할 일을 계획하는 일을 좋아합니다.
9159,11440,191,1,20,ENTJ,40,<아니다> 저는 일이 완벽함에서 30% 정도 틀어지면 불안함을 느끼기 시작합니다. 그래서 계획이 몸에 배기도 했습니다. 타고난 성향이기보다 엄마의 성향을 자라면서 보고 배운 것 같습니다.
9168,11461,192,0,40,ISTJ,1,<아니다> 저는 새로운 친구를 주기적으로 만들지 않습니다. 이유는 새로운 모임이나 그런 장소에 가는 것을 좋아하지 않을뿐더러 새로운 사람을 만나면 약간 경계하게 된다. 
9169,11462,192,0,40,ISTJ,2,<그렇다> 저는 자유 시간의 상당히 할애한다. 이유는 내가 관심 있어 하는 분야 외에도 호기심이 있는 편이라 시간을 소비한다. 부동산 재테크에 관심이 있다.  
9170,11463,192,0,40,ISTJ,3,<그렇다> 저는 같이 울고 싶어질 때가 많다. 이유는 남의 일 같지 않고 내 얘기 같아서 같이 슬퍼진다.  
9171,11464,192,0,40,ISTJ,4,<그렇다> 저는 대비책을 세우는 편입니다. 이유는 안 될 경우를 대비해야 마음이 놓인다. 
9172,11465,192,0,40,ISTJ,5,<중립> 저는 때에 따라서 조금 다르다. 이유는 무언가를 발표할 때나 떨리는 편이다. 
9173,11466,192,0,40,ISTJ,6,<그렇다> 저는 이미 알고 있는 사람과 대화하는 편이다. 이유는 새로운 사람과는 할 얘기를 찾는 게 쉽지 않다. 
9174,11467,192,0,40,ISTJ,7,<그렇다> 저는 하나를 완료한 후 다른 프로젝트를 시작하는 편이다. 이유는 여러 가지 일을 한꺼번에 잘 하지 못한다. 또한 성과도 좋지 못했다. 
9175,11468,192,0,40,ISTJ,8,<아니다> 저는 이성적이다. 이유는 논리적이고 합당한 이유가 있어야 수긍하거나 공감한다.
9176,11469,192,0,40,ISTJ,9,<중립> 저는 계획을 세우는 것을 때때로 좋아하는 편이다. 이유는 일 등에는 계획을 세우는 것을 좋아하나 다이어리는 즐겨 사용하지 않는다. 
9177,11470,192,0,40,ISTJ,10,<아니다> 실수는 언제든지 일어날 수 있는 일이기에 크게 개의치 않고 똑같은 실수를 하지 않기 위해 노력한다.  
9178,11471,192,0,40,ISTJ,11,<중립> 쉽지도 어렵지도 않은 것 같다. 처음에는 대화가 잘 풀어가지만 대화 주제를 찾기가 쉽지 않다. 
9179,11472,192,0,40,ISTJ,12,<아니다> 토론하는 일에는 관심이 없다. 이유는 발표를 잘 하지 못하고 논리적으로 반박이 잘 안되기 때문이다.
9180,11473,192,0,40,ISTJ,13,<그렇다> 나는 이성을 따르는 편이다. 제가 생각했을 때도 생각이 많은 편이고 논리적으로 합당한지 따지는 편이고 주변에서도 평가가 비슷하다. 
9181,11474,192,0,40,ISTJ,14,<아니다> 나는 계획하는 편이다. 여행을 갈 때에도 숙소와 여행 동선을 계획한다. 
9182,11475,192,0,40,ISTJ,15,<아니다> 저는 걱정하는 편이다. 이유는 어떤 일을 결정할 때 주변 사람의 생각이나 눈치를 조금씩 보게 된다. 
9183,11476,192,0,40,ISTJ,16,<아니다> 신입 사원 때에는 참여하는 일을 즐겨 하였으나 요즘에는 단체 활동 같은 것은 귀찮아하는 편이고 꼭 필요한 활동만 한다. 
9184,11477,192,0,40,ISTJ,17,<아니다> 나는 영화나 책을 좋아하지 않는다. 좋아하지 않기에 최근에 좋아한 작품은 그저 스트레스를 풀 수 있는 작품을 좋아한다. 
9185,11478,192,0,40,ISTJ,18,<아니다> 제가 한 일에 대해서 큰 만족감을 얻는다. 이유는 제가 계획하고 스스로 실천하여 얻은 성공이기에 더욱 보람을 느낀다. 
9186,11479,192,0,40,ISTJ,19,"<그렇다> 가끔 어떤 일을 해야 할지 모를 때가 있다. 재테크도 관심이 있고 부동산, 돈, 자녀 교육 등 관심사가 너무 많다.  "
9187,11480,192,0,40,ISTJ,20,<중립> 저는 종종 걱정하는 편이다. 너무 많은 걱정은 오히려 일을 망치는 것 같고 걱정들이 오히려 주변 사람들에게 안 좋은 영향을 미치는 것 같다. 
9188,11481,192,0,40,ISTJ,21,<그렇다> 저는 리더는 별로 좋아하지 않는다. 이유는 다른 사람들 의식을 많이 하는 편 같고 사람들의 생각을 취합하고 결정하는 게 쉽지 않다. 
9189,11482,192,0,40,ISTJ,22,<그렇다> 저는 없다고 생각한다. 이유는 무엇을 만들 때나 인테리어 같은 것을 고를 때도 무엇이 더 아름다운지 잘 모르겠다.  
9190,11483,192,0,40,ISTJ,23,<아니다> 다양한 사람들이 있고 그 사람들의 다양한 생각들이 있어야 서로를 보완하면서 더 나은 세상이 될 것이라고 생각한다.
9191,11484,192,0,40,ISTJ,24,<그렇다> 저는 집안일을 먼저 끝내기를 원한다. 휴식을 취하고 난 뒤 하면 다시 하기 힘들기에 먼저 끝내버리고 쉬는 느낌이 좋다. 
9192,11485,192,0,40,ISTJ,25,<중립> 저는 논쟁을 하는 것도 보는 것도 좋거나 즐겁지 않은 것 같다. 이유는 서로에 대해서 안 좋은 말을 할 때 이해가 안 되는 이유를 말할 때가 자주 있는 것 같다. 
9193,11486,192,0,40,ISTJ,26,<그렇다> 저는 주의를 끌지 않는 편이다. 이유는 옷도 수수하게 입고 말도 크게 하지 않고 잘나서지도 않는다. 
9194,11487,192,0,40,ISTJ,27,<아니다> 빠르게 변하지 않는다. 평상시에 버럭 화를 내는 편도 아니고 갑자기 상심하지 않는다. 
9195,11488,192,0,40,ISTJ,28,<그렇다> 짜증까지는 아니지만 다소 답답하다. 일을 진행하는 데 있어 계획적이지도 상세하게 알려주지도 않는 사람을 보면 답답하다. 
9196,11489,192,0,40,ISTJ,29,<그렇다> 마지막까지 미루는 편이다. 최근에도 계획했던 어떤 일에도 마지막까지 미루어서 일을 완료하는 일이 있다. 
9197,11490,192,0,40,ISTJ,30,"<중립> 저는 흥미롭지는 않지만 궁금하여 관심 정도는 있다. 이유는 사후 세계는 몇몇 사람들이 경험했던 일이어서 궁금하고, 저 또한 죽기 때문에 관심이 어느 정도는 있다. "
9198,11491,192,0,40,ISTJ,31,<아니다> 저는 혼자 있는 것을 좋아한다. 요즘에도 혼자만의 시간을 갖는 것을 좋아하고 노래를 들으며 휴식을 취한다. 
9199,11492,192,0,40,ISTJ,32,<그렇다> 저는 관심이 없다. 이유는 그런 토론은 너무 따분하고 시간이 아깝다고 생각이 되어 그런 것을 잘 보니 않는다. 
9200,11493,192,0,40,ISTJ,33,<그렇다> 공감을 잘 하는 편이다. 생산 일을 하는 사람은 나와는 전혀 다른 배경으로 살아서 말은 거칠지만 얘기를 나누다 보면 크게 다르지 않음을 많이 느낀다. 
9201,11494,192,0,40,ISTJ,34,<그렇다> 마지막까지 미루는 편이다. 최근에도 계획했던 어떤 일에도 마지막까지 미루어서 일을 완료하는 일이 있다. 
9202,11495,192,0,40,ISTJ,35,<그렇다> 다시 생각하지 않는 편이다. 이유는 그 결정을 다시 바꾼다고 하여도 변하는 것은 많지 않음을 많이 느꼈기에 그렇다.  
9203,11496,192,0,40,ISTJ,36,<아니다> 혼자만의 시간을 보내는 편이다. 요즘에도 즐거운 파티 같은 것은 스트레스인 것 같고 혼자만의 시간이 즐겁다. 
9204,11497,192,0,40,ISTJ,37,<아니다> 예술 작품을 좋아하지 않는다. 이유는 해설을 들어도 무슨 내용인지 잘 모르겠다.  
9205,11498,192,0,40,ISTJ,38,<중립> 상황에 따라 다른 것 같다. 힘들 때가 있었던 경우는 갑자기 화를 내면서 대화를 시작을 할 때이다.  
9206,11499,192,0,40,ISTJ,39,<그렇다> 나는 계획하는 좋아하는 편이다. 여행을 갈 때에도 숙소와 여행 동선을 계획한다. 
9207,11500,192,0,40,ISTJ,40,"<중립> 상황마다 다른 것 같지만 불안감을 느낄 때가 종종 있는 것 같다. 불안함은 여러 가지 생각할 거리나 고민거리, 미래를 생각하면 불안함이 좀 있는 편이다. "
9216,11521,193,0,40,INTJ,1,<아니다> 새로운 친구를 만나는데 스스럼없는 성격도 아니고 나이가 들어가면서 그러한 것도 귀찮게 느껴집니다.
9217,11522,193,0,40,INTJ,2,<그렇다> 원래 호기심이 좀 많은 편이여서 사람들이 가지는 관심사에 같이 알아보고 배우는 편입니다. 요즘은 기후변화의 원인과 피해 등에 관해 관심이 갑니다.
9218,11523,193,0,40,INTJ,3,<그렇다> 같이 울고 있으면 그 상대방이 처한 상황에 따라 전에 저 자신에게 있었던 상황이 떠올라 슬퍼집니다.
9219,11524,193,0,40,INTJ,4,<그렇다> 어떤 일이나 계획을 한 번에 완벽하게 수행해내려고 하는 성격이기 때문에 진행 전에 만일의 경우를 대비하여 여러 대책을 미리 세우는 편입니다.
9220,11525,193,0,40,INTJ,5,<그렇다> 최근 양재천 길을 산책하다가 사나운 개가 짖으며 덤벼들었는데 침착하게 티브이에서 본 대로 등을 보이지 않고 천천히 뒷걸음으로 상황을 탈출했습니다.
9221,11526,193,0,40,INTJ,6,<아니다> 파티나 행사에 자주 가는 상황이 아니기에 가끔 가더라도 낯선 사람과 어색한 대화를 하기보다는 낯익은 사람들과 편하게 얘기를 나누고 싶습니다.
9222,11527,193,0,40,INTJ,7,<중립> 상황에 따라 다르겠지만 진행하는 프로젝트가 시간이 길거나 중간에 끊기는 상황에는 다른 프로젝트를 할 때도 있습니다.
9223,11528,193,0,40,INTJ,8,<그렇다> 영화나 드라마를 보면서 자주 우는 편입니다. 같이 보고 있는 와이프는 전혀 울 상황이 아니라고 하는 걸 보면 제가 많이 감상적인 것 같습니다.
9224,11529,193,0,40,INTJ,9,<아니다> 계획을 세우기는 하나 목록으로 만들지도 않고 더욱이 다이어리나 전자 도구를 사용하지 않고 그냥 머릿속에 전체적인 계획을 세울 뿐입니다.
9225,11530,193,0,40,INTJ,10,<그렇다> 전 자신이 지식이 꽤 풍부한 편이라고 생각합니다. 며칠 전 김영철의 파워 FM에서 나오는 퀴즈를 틀려서 저 자신의 지식을 의심하였습니다.
9226,11531,193,0,40,INTJ,11,<아니다> 낯선 사람에게 쉽게 다가가는 성격이 아니라서 아무리 관심 있는 사람이라도 쉽지는 않습니다. 학창 시절 이쁘다고 생각하는 여자애에게 말도 못 건넨 일도 있고 관심 있는 연예인이 있어도 사인해달라는 말도 못 했습니다.
9227,11532,193,0,40,INTJ,12,<그렇다> 예술 자체에 별 관심이 없어서 그 작품이 어떤 해석을 하느냐에도 전혀 관심이 없습니다.
9228,11533,193,0,40,INTJ,13,<그렇다> 저는 현실 생활에서 아주 이성적이라고 생각합니다. 전에 다니던 중소기업에서 지점장을 맡고 있었는데 FM 점장이라고 소문이 났습니다.
9229,11534,193,0,40,INTJ,14,<중립> 회사와 관련된 공적인 일들은 계획을 세우는 편이지만 당일여행이나 영화 보기 같은 사적인 일은 즉흥적으로 하는 편입니다.
9230,11535,193,0,40,INTJ,15,<중립> 오랜 사이의 사람들과는 신경을 안 쓰지만 처음 만나는 사람과는 조금 신경이 쓰입니다. 상대방에게 주는 첫인상이 향후 그 사람과 어떤 인연으로 이어지게 될지 꽤 중요하다고 생각하기 때문입니다.
9231,11536,193,0,40,INTJ,16,<중립> 즐기지는 않지만 초대하면 거절하지 않고 참가하는 편입니다. 최근에는 코로나의 영향으로 동창 모임 같은 행사도 오래가지 못했습니다.
9232,11537,193,0,40,INTJ,17,<아니다> 책이든 드라마든 결말이 확실한 것을 좋아합니다. 열린 결말의 영화는 화장실 가서 일보고 닦지 않은 느낌이어서 싫습니다.
9233,11538,193,0,40,INTJ,18,<그렇다> 성공한 군주에게는 훌륭한 신하가 있듯이 제가 도운 사람이 성공했을 때 그 성공의 지분에 제가 크게 한몫한 것이라고 생각합니다.
9234,11539,193,0,40,INTJ,19,<그렇다> 영어를 잘 하고 싶어서 독학으로 영어 공부를 하고 있었는데 올해 들어 터 밭 가꾸기에 관심이 생겨서 야채 심으랴 영어 공부하랴 양쪽 다 집중이 안 되고 있습니다.
9235,11540,193,0,40,INTJ,20,<아니다> 무슨 일이나 하기 전부터 걱정하는 스타일은 아닙니다. 걱정한다고 해결될 거면 무슨 걱정이 있겠습니까.
9236,11541,193,0,40,INTJ,21,<중립> 그 단체에 지도자로 적합한 사람이 따로 있다면 굳이 제가 나서고 싶지는 않습니다. 리더로서 느끼는 스트레스를 받고 싶지 않기 때문입니다.
